CardNo,MaxDay,TotalCount,Money
183206,6,52,220.5
183207,1,66,345.5
183209,1,44,279
183210,3,114,470.4
183212,2,2,2.4
183213,3,27,163.6
183214,4,40,158.6
183216,2,115,540.8
183217,5,56,224.6
183218,7,79,288.7
183220,2,177,435.4
183221,2,27,100.7
183222,21,23,124.2
183223,12,23,192.5
183224,2,156,433.7
183225,3,73,483.2
183228,0,10,67.8
183230,2,55,204.6
183232,19,24,195
183233,1,216,553
183234,3,87,434.85
183235,5,51,200.6
183236,3,73,418
183237,3,81,347.7
183238,5,97,382.1
183240,3,60,325.1
183241,3,107,394.3
183242,2,93,436.5
183243,2,105,449.9
183245,4,55,300.5
183246,2,17,162
183247,3,76,296.6
183249,2,83,295.6
183250,4,70,418.5
183252,3,75,269.8
183253,10,58,300.8
183254,2,106,416.1
183255,17,35,129.7
183256,6,47,144.1
183257,7,58,234
183258,3,125,393.8
183260,1,122,598.3
183262,2,152,613.9
183263,1,22,49.8
183264,14,26,199.5
183267,7,28,183.3
183268,3,51,354.4
183276,3,205,758.4
183277,3,56,349.1
183278,15,27,105
183281,2,94,474
183282,2,91,441.6
183283,4,66,416.8
183284,1,12,98.1
183287,0,1,300
183288,4,85,304.2
183292,4,61,276.2
183293,17,22,97.4
183295,20,19,110.5
183296,4,29,108.7
183297,5,73,387.1
183298,3,76,395.9
183299,4,96,348.2
183300,3,72,304.7
183302,3,115,647.5
183303,3,135,379.6
183305,3,70,146.2
183306,3,87,360.3
183307,3,121,245.9
183308,3,91,129
183310,2,124,352.05
183314,3,111,306
183315,6,87,293.1
183317,3,85,160.6
183319,11,34,231.5
183320,2,114,480.6
183321,4,85,248.6
183323,2,164,379.8
183324,5,86,200.7
183325,3,60,307.6
183326,15,26,52.4
183327,0,3,6.4
183328,4,71,446.8
183329,2,142,302.3
183330,2,102,378.8
183333,3,39,155
183334,7,69,237.8
183335,3,105,229.7
183336,9,89,268.4
183337,4,39,151.7
183338,3,120,397.3
183339,2,70,363.7
183340,7,75,296.5
183341,1,152,526.26
183343,4,140,320
183344,4,108,486.9
183345,3,142,512.7
183346,3,114,434.38
183347,2,127,508.4
183348,3,89,555.4
183349,6,83,330.9
183351,18,28,99.7
183352,3,121,581.4
183353,3,75,275.7
183354,4,95,411.4
183355,6,50,179.3
183356,2,26,100.7
183357,21,16,54.7
183358,3,78,243.5
183359,3,60,146.3
183360,5,58,211.3
183361,3,57,280.8
183362,1,95,417.5
183363,3,53,128.3
183364,6,69,431.9
183365,3,66,402.9
183367,4,81,384.2
183369,17,43,154.3
183371,4,58,310.4
183372,3,71,311.5
183373,6,61,312.1
183374,3,55,269.3
183375,13,58,233.6
183376,2,56,353.1
183377,3,84,222.9
183378,3,37,138.6
183381,4,56,332.5
183382,3,65,206.5
183383,18,40,109.4
183384,3,57,167.3
183385,3,109,311
183386,3,58,228.3
183387,11,37,160.5
183388,3,31,109.9
183389,3,76,188.2
183390,2,92,270.7
183391,3,76,257.2
183392,3,50,170.2
183393,4,55,222.7
183394,3,65,240
183395,3,49,174.1
183396,3,61,230.8
183397,4,66,215.9
183398,3,67,271.3
183399,4,48,103.8
183400,4,89,324.3
183401,3,95,262.9
183402,4,53,170
183403,3,56,198.6
183404,2,66,532.6
183405,3,55,177.8
183406,3,43,118
183408,3,97,297.8
183409,3,54,210.3
183410,3,48,214.4
183411,5,39,201
183412,3,55,132.3
183414,3,62,321.2
183415,3,82,345.9
183416,3,74,232.5
183417,3,63,273.9
183418,3,61,489.6
183419,1,134,489.5
183420,1,139,560.1
183422,1,161,572.8
183423,5,35,87.2
183424,2,147,378.9
183425,4,63,163.9
183426,4,48,312.9
183427,19,41,199.8
183428,6,28,196
183429,1,109,488.7
183434,3,74,490.3
183435,3,147,344.8
183441,2,66,258.4
183442,19,41,199.4
183445,3,121,482.6
183446,7,87,447.4
183447,1,172,653.6
183448,2,201,489.4
183450,5,90,281.4
183451,2,103,354.5
183452,4,83,341.2
183453,1,3,3.5
183454,5,70,235.7
183455,4,58,293.5
183457,3,104,370.6
183460,4,84,263.7
183461,3,95,421.1
183464,3,75,384.9
183466,8,59,259.5
183468,3,72,394.1
183469,4,62,285.9
183470,14,19,202.6
183473,3,80,368.79
183474,3,120,413.3
183477,3,131,809.9
183479,3,110,396.4
183480,4,62,427.5
183481,5,57,153.8
183482,3,104,388.2
183483,6,28,175.8
183488,3,81,373
183489,4,75,287.8
183490,3,111,399.2
183493,7,22,91.5
183495,1,85,437.4
183497,0,1,0.2
183498,6,45,156.7
183499,0,1,120
183502,3,56,392.3
183503,17,43,199.4
183504,3,15,51.8
183505,11,16,167.2
183510,3,99,186.8
183511,6,43,162.4
183513,7,91,400.4
183515,7,5,33.5
183519,3,63,436.7
183520,3,92,251
183521,1,6,32.6
183522,1,8,52.5
183523,4,18,64.9
183524,2,130,398.3
183525,3,76,373.8
183526,22,13,65.3
183531,11,41,216.8
183532,2,87,466
183534,1,64,214.1
183535,18,18,93.8
183536,11,61,248.3
183537,0,8,26.3
183539,5,49,239.2
183541,6,47,259.9
183543,4,49,215.6
183544,4,60,340.7
183545,7,36,188.5
183546,3,89,358.3
183547,4,39,172.2
183548,4,21,129
183549,5,48,193.9
183550,3,55,302.8
183553,3,33,169.5
183555,4,70,253.3
183556,3,57,203.8
183558,5,42,179.9
183561,2,3,3
183562,3,34,195.3
183565,1,10,69
183569,3,94,402.1
183570,1,2,4
183572,3,36,121.3
183573,6,31,168.7
183574,2,168,500.2
183575,0,9,22.1
183576,11,33,107.3
183577,4,55,176.1
183579,3,126,311.4
183581,6,16,116.2
183582,3,179,345.09
183583,5,103,318.5
183584,5,48,162
183585,10,31,171.1
183586,11,61,156.06
183588,4,107,321.75
183589,3,71,208.1
183590,6,17,72.9
183591,4,57,171.7
183592,3,110,314.8
183594,5,42,163.4
183595,3,119,354.1
183596,6,82,300.2
183598,6,47,103.7
183599,4,116,424.9
183602,3,13,66.4
183603,2,135,308.2
183605,4,29,159.1
183606,4,81,413.8
183608,3,99,576.7
183609,4,36,144.7
183610,4,14,60.9
183612,3,61,312.3
183613,3,108,592.8
183614,4,101,408.6
183615,0,1,5.5
183616,0,1,300
183617,16,26,137.8
183621,3,29,214
183623,1,18,102
183624,3,35,179.2
183625,1,11,63.5
183626,4,67,289.6
183627,3,40,287.4
183628,0,7,44.5
183629,3,69,299.7
183631,4,29,204.5
183632,5,33,208.6
183633,4,33,217
183640,4,71,401
183641,3,95,325.4
183642,3,62,389.3
183643,3,66,376.4
183644,3,76,262.1
183645,11,80,243.3
183646,3,73,334.4
183647,3,94,316.8
183649,3,77,377.8
183651,4,113,441.3
183652,3,49,162.9
183653,7,39,179.6
183655,1,36,143.6
183656,4,70,389.8
183657,19,11,66.3
183659,3,70,579.6
183660,0,1,9
183661,3,112,450.4
183662,3,65,231.3
183664,3,85,291
183665,2,119,358.3
183666,0,2,11
183667,3,87,310.1
183668,4,87,475.2
183669,3,27,211.6
183670,3,84,302.9
183671,2,143,349.8
183672,2,117,456.5
183673,3,69,194.5
183674,3,83,414.5
183675,3,110,424.8
183676,3,41,156.4
183677,3,54,325.3
183678,6,26,140.1
183679,2,119,148.2
183680,3,85,287.3
183681,5,87,276.8
183683,4,81,229
183685,4,51,195.9
183686,4,31,203.2
183687,5,30,157.6
183688,3,101,383.8
183690,3,105,381.1
183691,4,68,382.7
183692,3,123,289.55
183693,6,43,184.1
183694,2,50,345.6
183695,3,94,394.7
183697,2,78,260.2
183698,2,80,373.3
183699,2,51,195.6
183700,3,39,166.8
183701,2,117,243.79
183702,12,30,114.2
183703,3,95,296
183706,2,91,479
183707,3,54,194.4
183708,2,115,452
183709,3,139,201.8
183710,0,1,1.1
183711,3,77,435.4
183712,3,66,154.5
183713,2,141,380.9
183714,6,27,111.2
183715,0,2,9.9
183716,3,76,304
183717,9,33,155.3
183719,3,93,258
183720,4,42,180
183721,1,28,101.4
183722,3,49,193.8
183723,3,88,243
183725,4,64,333.7
183726,3,118,365.7
183727,5,34,164.6
183728,2,71,305
183729,7,22,96.7
183730,2,67,394.7
183731,3,70,282.3
183732,3,98,294.2
183734,4,70,274.5
183735,3,83,383.2
183737,3,121,222.7
183738,2,61,201.6
183739,2,74,158.4
183741,3,38,176.5
183742,1,161,418.1
183743,2,119,464.5
183744,3,79,353.6
183745,3,11,186.1
183746,3,63,404.1
183747,3,108,406.8
183748,4,50,210.1
183749,3,63,166.9
183750,3,28,111.9
183751,12,10,60.7
183752,6,21,96.7
183753,4,78,218.4
183754,3,69,296.95
183755,4,33,205.6
183757,2,106,484.6
183758,1,7,48
183760,10,37,207.7
183761,12,18,98
183762,4,46,178.6
183764,2,122,273.9
183765,2,4,26.5
183767,2,38,163.5
183768,2,91,496
183769,6,41,96.8
183770,7,59,199.2
183772,3,78,476.5
183774,2,107,436.1
183775,2,78,356
183777,2,25,183.1
183778,1,131,314.2
183782,4,65,219.3
183783,3,42,246.3
183784,3,63,321.6
183785,2,105,270
183787,1,106,446.8
183788,3,125,485.7
183789,4,3,17.5
183792,4,39,228.1
183794,3,122,387
183795,3,59,143.8
183797,3,79,264.3
183798,3,106,498.5
183799,4,64,326.8
183800,2,93,589.5
183801,3,73,364.3
183802,4,80,253.4
183803,3,97,445.4
183804,2,77,338.9
183805,1,102,257.8
183807,2,100,459.7
183808,1,125,453
183809,3,77,264.2
183810,6,76,309.3
183811,3,58,311.8
183812,3,85,380.8
183813,2,72,357.4
183814,3,61,220.5
183815,7,38,139
183819,14,11,42.2
183820,3,121,342.9
183823,6,83,298.6
183826,2,54,273
183827,1,119,625.7
183830,5,67,192.2
183831,3,37,259.8
183832,4,36,301.3
183833,2,91,340.9
183834,13,37,204.6
183835,2,321,2974.67
183836,3,114,447.1
183837,4,38,100.6
183838,4,40,251
183839,2,19,74.6
183841,7,38,208.4
183844,3,68,192.9
183845,3,51,225.5
183847,2,121,648
183848,3,27,124
183849,10,48,158.8
183850,5,76,279.6
183851,2,95,273.7
183852,3,97,205.1
183853,4,79,268.4
183854,4,90,212.5
183855,5,50,188.5
183857,3,68,168.8
183858,3,63,430
183859,2,96,752.3
183860,6,70,309.1
183861,3,60,220.4
183862,4,69,263.7
183863,5,32,203.9
183864,3,82,297.6
183865,2,110,346.6
183867,2,76,388.4
183868,4,11,67.8
183871,3,52,280.4
183872,3,65,168.8
183873,9,39,128.4
183874,1,9,55.7
183876,4,51,315.6
183878,3,47,143.3
183880,0,3,4.1
183881,3,53,133.4
183882,3,80,313.9
183883,3,51,261
183884,4,29,130.6
183885,1,10,50.4
183887,3,13,57.5
183889,1,16,103.3
183891,15,40,275.1
183892,4,28,221.5
183894,8,23,113.5
183895,3,50,151.8
183896,4,18,107.5
183897,10,19,98.5
183898,7,31,207.5
183899,0,1,7
183901,1,106,416.7
183902,4,65,440.5
183905,14,30,116.6
183907,4,46,250.2
183908,2,105,356.5
183909,6,3,3.4
183910,3,23,115.4
183913,4,69,192.9
183914,9,9,31.1
183915,5,64,460.9
183917,1,50,247.2
183918,4,31,99.3
183919,5,39,248.9
183920,4,51,335.6
183921,3,98,625.7
183922,9,31,200.6
183923,3,51,168.7
183924,3,69,419.9
183925,2,62,322.3
183928,24,12,45.3
183929,4,43,163.8
183930,2,79,304.8
183932,9,34,167.3
183935,5,34,207.5
183938,6,37,255.8
183942,3,59,381
183943,0,1,1
183944,6,36,215.3
183945,0,3,11
183946,1,117,371.4
183949,3,100,218.1
183950,14,38,181.1
183952,3,85,238.1
183953,4,79,277.5
183954,2,94,438.4
183955,0,1,9
183956,11,59,208.5
183957,2,75,357.2
183960,11,35,173.7
183961,8,10,48.9
183965,7,40,199.2
183967,2,72,495.4
183968,3,93,363.3
183969,4,36,234.8
183971,2,75,171.1
183973,4,115,216.6
183975,3,24,169
183978,4,91,378.3
183979,3,120,454.8
183980,3,92,202.2
183981,17,2,1.3
183982,0,1,1.9
183987,2,71,385.3
183988,4,39,149.1
183989,3,91,318.5
183991,4,3,6
183992,2,78,234.5
183993,0,1,2.2
183994,3,72,166.3
183996,6,39,197.5
183997,3,98,367.4
183998,2,133,265.7
183999,2,130,465
184000,3,78,406.3
184001,10,76,329.8
184002,3,68,288.3
184003,20,45,100.8
184005,8,55,299.9
184006,4,38,99.6
184007,3,104,250
184008,2,76,362
184009,4,75,240.6
184012,3,117,305.9
184013,4,70,170.7
184014,3,94,396.5
184015,3,99,332.8
184016,1,9,27.8
184018,3,109,188.2
184021,0,24,74.4
184023,2,60,191.8
184024,3,161,550.3
184025,4,70,310.7
184026,3,40,178.1
184027,3,98,696.7
184028,1,166,412.6
184030,3,96,306.7
184033,3,93,274.1
184034,2,156,493
184035,5,67,188.3
184036,2,148,440.8
184038,3,105,289.2
184039,3,44,102.6
184040,2,60,258.2
184042,3,132,348.4
184043,2,185,570.9
184044,3,87,209.7
184045,1,7,26.5
184046,11,3,208
184048,5,3,5.9
184049,10,20,124.4
184050,3,36,150.9
184052,4,38,574
184055,2,126,399
184059,10,72,240.2
184062,5,66,312.8
184066,0,15,100.5
184068,0,59,332.7
184070,5,17,83.6
184071,2,135,476.5
184073,2,88,453.7
184074,3,46,133.3
184075,1,88,635.3
184076,2,84,380.3
184077,4,69,444.8
184078,4,40,167.1
184079,2,89,273.5
184080,1,11,72.5
184082,16,30,129.9
184083,1,114,491.3
184084,4,161,595.5
184086,5,106,451.3
184087,3,177,498.5
184092,0,8,47
184093,2,82,507.1
184094,13,47,228.1
184096,3,88,299.6
184097,2,82,318.3
184098,1,103,549.6
184099,1,97,290
184100,1,128,700.8
184102,1,16,94.5
184104,2,132,446.06
184105,3,83,228.2
184106,4,38,191.5
184107,11,50,252.1
184108,5,44,152.4
184109,2,107,848
184110,5,25,93.9
184117,2,63,399.6
184118,7,28,140.2
184119,2,111,506.16
184123,1,48,539.6
184124,2,62,249
184126,7,35,215.8
184127,0,1,0.4
184128,3,62,229.4
184129,5,18,120.1
184130,3,22,98.8
184133,4,62,212.1
184134,3,110,387.3
184135,2,92,508.6
184136,7,68,327.7
184137,3,74,288.3
184138,2,76,416.5
184140,2,112,320.1
184141,3,91,420.1
184142,3,150,296.1
184143,4,20,102.2
184145,19,26,138.2
184146,2,114,419.9
184147,0,1,3
184149,5,95,257.1
184151,4,65,296.1
184152,3,55,376.3
184153,5,36,140.7
184155,2,89,278
184156,5,27,120
184157,4,52,248.2
184158,2,55,288.8
184159,5,34,188.9
184160,1,97,427.6
184161,17,24,85.5
184162,1,9,24.4
184163,3,30,122.2
184165,29,3,4.1
184167,4,50,252.6
184169,2,130,514.3
184170,3,72,309
184171,10,36,103.1
184173,0,10,49.3
184174,3,22,106.1
184176,2,158,465.7
184178,4,64,334.8
184179,1,177,599.1
184180,3,35,130.2
184181,3,97,180.3
184182,4,54,277.3
184184,10,64,194.4
184187,3,58,273.7
184188,2,94,215.8
184189,2,83,353.4
184190,3,95,363.9
184191,2,117,355.5
184192,1,149,433.9
184194,3,12,68
184195,2,94,279.6
184196,3,86,387.3
184198,6,83,317.6
184199,4,30,145.4
184201,15,61,251.3
184203,3,28,83.3
184204,8,14,89.1
184206,4,34,149
184207,2,91,366.8
184208,15,20,109.1
184209,3,77,198.1
184210,11,35,60.9
184211,3,107,372.3
184213,5,93,176.7
184214,6,46,172
184215,3,102,241.2
184217,7,36,164.2
184218,3,22,41.7
184219,18,10,66.3
184222,3,102,307.9
184224,4,84,227.3
184226,2,4,28.7
184227,3,74,466
184229,3,53,256.6
184230,0,8,40.44
184231,6,60,260.3
184234,1,9,49.9
184235,4,59,282.5
184236,4,50,190.3
184237,3,41,289
184238,2,139,375.3
184239,3,73,210.2
184240,3,104,261.4
184242,4,24,181.7
184243,13,24,97.3
184244,2,120,301.2
184247,2,47,774.9
184248,2,16,101.2
184249,4,56,473
184250,3,81,408.4
184251,1,13,97.5
184252,4,31,250.5
184254,1,27,200.7
184255,2,112,736.9
184256,11,49,162.4
184257,2,79,403.3
184258,4,7,27.6
184260,3,18,139.9
184261,0,3,20
184263,2,73,566.5
184264,6,54,261.7
184265,3,17,49.2
184267,1,44,282.7
184271,11,49,322.5
184272,5,172,367.4
184275,3,99,579.4
184277,4,123,359.18
184279,4,106,271
184280,4,54,167.6
184282,5,62,206.8
184285,6,31,129.9
184286,11,11,80.3
184287,8,69,498.1
184289,6,18,59.2
184290,4,50,200.5
184294,3,49,176.3
184295,5,74,290.6
184296,5,43,163.3
184297,2,67,277
184298,10,29,184.1
184299,4,65,357.9
184301,4,47,207.7
184302,2,169,475.4
184305,2,67,427.2
184307,10,30,141.4
184308,1,123,399.7
184309,5,80,349.2
184310,2,72,286.9
184311,2,19,61.1
184312,4,35,155.3
184313,2,28,102.3
184314,4,55,332.7
184315,2,59,341.1
184317,8,21,109
184318,1,112,777.1
184319,3,71,180.1
184320,5,35,175.3
184321,2,63,275.4
184324,7,55,264.2
184325,9,44,300.7
184326,8,66,455.6
184327,23,21,149.4
184328,3,51,223.1
184329,3,107,765.5
184331,2,48,533.3
184332,1,135,603.2
184333,2,94,586.4
184334,20,21,66.8
184335,2,4,41
184336,3,50,200.6
184337,3,70,377.5
184338,4,55,296.7
184339,3,84,223.5
184340,1,82,440.5
184358,6,45,213.6
184359,8,12,49.5
184360,0,2,18
184362,3,115,496.3
184366,7,57,299.7
184367,4,41,140.6
184368,4,84,219.5
184369,3,92,185.1
184370,7,8,33.5
184373,5,65,224.9
184377,3,109,371
184378,4,97,336.29
184379,6,30,198.1
184381,3,135,455.5
184382,4,90,349.8
184385,3,91,233.8
184386,3,17,84.3
184392,10,23,127.6
184393,7,31,189.2
184394,0,9,102.2
184395,2,13,65.5
184397,13,53,174.4
184400,5,33,200
184401,12,54,182.1
184403,3,26,147.3
184404,2,124,1040.1
184406,0,2,16
184408,21,3,33
184409,4,88,250.5
184410,6,59,328.1
184411,3,82,466.6
184413,4,71,218.4
184415,10,46,318.7
184417,21,27,60.65
184419,1,15,40.7
184420,2,12,61.4
184421,4,16,84.9
184422,1,159,710.1
184424,3,136,326.5
184425,1,15,92.7
184428,6,48,227
184431,2,113,412.9
184432,3,61,663.6
184433,1,19,89.9
184435,2,22,151
184436,2,32,107.6
184438,3,128,371.5
184439,6,84,319.5
184440,5,95,198.2
184441,7,31,109.7
184444,4,76,321.5
184445,2,81,473
184446,6,41,129
184451,1,122,567.4
184454,2,31,97.9
184455,3,50,285
184457,3,90,362.9
184458,2,90,503.5
184459,3,99,306.5
184462,2,140,390.6
184463,1,174,638.5
184464,0,1,1.5
184466,7,44,1051
184473,6,45,287.8
184475,3,51,285.9
184480,3,140,527
184481,14,51,201.8
184483,1,142,399.4
184484,11,38,253.1
184485,7,125,430.8
184486,3,93,470.6
184487,0,4,19
184489,3,78,409.1
184491,5,42,134.4
184492,6,23,85.7
184493,5,63,238.3
184494,2,112,553.5
184495,0,3,12.8
184496,1,29,135.6
184497,19,23,98.7
184498,6,120,251.1
184499,5,16,91.5
184500,1,161,460.4
184508,17,44,224.7
184509,15,42,230
184512,1,18,89
184514,12,25,136.5
184515,4,38,177.6
184517,4,37,58.7
184519,26,2,8.6
184521,2,312,760.09
184522,6,91,301.4
184523,0,2,3
184524,3,70,365.8
184526,4,87,400.4
184527,0,2,17.5
184528,2,115,441.66
184529,2,134,509.6
184530,5,46,178.5
184531,3,58,280.8
184532,3,36,94.7
184533,12,66,257.8
184534,4,38,225.8
184535,5,66,328.2
184538,4,70,305.1
184540,2,91,261
184541,4,57,327.8
184542,4,111,206.6
184543,3,53,406.3
184545,3,49,190
184547,5,76,370.5
184549,14,49,177.56
184550,3,62,217.9
184556,5,69,301.5
184557,3,84,170.76
184560,3,71,405.9
184561,1,37,180.5
184562,2,89,324
184564,8,69,287.85
184565,6,25,122
184567,5,26,208.8
184569,5,117,490.8
184570,3,71,149.7
184572,19,16,85.8
184573,2,66,137
184574,3,43,162.4
184578,3,107,258.4
184579,0,4,17
184582,4,8,12.8
184583,2,121,354.29
184586,21,32,85.2
184588,2,201,448.7
184589,16,11,39.3
184591,5,52,233.3
184593,3,125,216.6
184594,2,124,395.3
184595,1,21,85.4
184597,3,27,245.1
184604,3,75,290.3
184608,4,51,185.6
184611,8,78,282.4
184612,12,35,150.3
184613,2,16,107.5
184614,0,3,15
184615,13,3,36
184616,14,15,42.7
184617,8,28,155.6
184621,1,127,529.4
184624,2,112,337.6
184627,2,64,142.2
184629,2,116,320.3
184630,2,77,279.7
184631,13,27,93.2
184632,8,49,137.2
184633,5,97,533.5
184634,3,11,32.6
184636,3,32,84.8
184639,1,78,307.5
184642,6,28,86.3
184644,2,125,413
184645,1,61,205.1
184646,19,23,88.2
184647,3,55,614.4
184650,3,15,113.5
184655,1,15,37.1
184657,11,26,110.6
184658,1,156,284.5
184660,0,13,101.8
184661,4,11,99.5
184663,2,91,372
184664,4,49,299.4
184666,6,82,184.2
184667,3,84,318.3
184668,10,26,170.5
184669,5,20,156.4
184670,4,49,200.8
184671,8,36,127.1
184675,5,36,200.8
184677,3,50,354.6
184679,5,47,358
184680,3,70,322.3
184683,3,63,204.1
184685,4,98,251.8
184691,1,105,602.8
184692,18,14,100.7
184695,4,20,168
184700,8,20,279.2
184701,7,42,160.3
184702,3,47,183.5
184704,13,8,33.8
184706,12,57,224
184709,3,91,487.9
184710,3,77,392.8
184711,5,39,111.3
184718,5,13,453
184721,4,74,397.8
184723,3,84,593.7
184725,4,51,231.4
184727,3,76,185.3
184729,2,112,549.7
184730,2,176,418.2
184731,0,16,94.7
184732,3,53,246.3
184733,5,30,158.4
184734,3,102,397.4
184736,3,129,368.8
184737,3,45,126.2
184739,4,122,349.3
184740,5,33,115.9
184741,2,37,179.2
184742,3,85,333.1
184743,4,22,106.1
184746,5,58,260.1
184747,4,53,243.9
184748,1,11,100
184750,0,3,13.3
184751,2,8,100
184752,1,12,100
184754,3,7,100
184755,2,8,100
184756,2,6,98.8
184757,3,3,99.5
184758,3,5,100
184763,11,45,201.7
184765,6,77,242.8
184766,6,62,341
184767,4,24,57
184768,3,26,132.9
184769,0,10,12.6
184770,5,66,580.6
184771,5,66,173.6
184772,4,80,349.2
184774,4,62,361.1
184775,3,50,225.8
184776,3,71,410.8
184777,7,25,200
184778,3,45,287.4
184783,3,79,273.3
184785,6,10,62.9
184786,3,92,393.2
184788,6,44,132
184790,3,84,395.4
184791,4,78,383.9
184792,0,18,92.5
184793,2,104,760.5
184795,2,131,489.2
184796,2,135,524.2
184799,6,41,193.4
184800,4,107,349.6
184801,3,55,255.7
184804,2,167,530
184808,4,37,215
184809,13,9,27.1
184812,0,1,300
184814,3,20,74.1
184816,9,3,20.5
184818,3,116,324.2
184819,1,19,79.3
184820,4,43,169.1
184821,7,14,41.7
184823,3,112,484.9
184827,3,77,435.7
184829,13,12,38
184830,6,70,343.7
184831,26,4,15.6
184832,9,32,160.9
184833,5,22,150.1
184837,6,20,77.5
184839,9,43,202.1
184844,0,1,1.5
184846,5,25,80.6
184848,4,133,326
184849,3,69,420.7
184852,3,101,294
184853,1,118,471.6
184854,2,7,48.2
184855,24,20,84
184856,0,3,2.3
184859,2,83,554
184860,2,102,502.5
184864,4,71,220.7
184865,2,59,328.4
184866,5,40,95.8
184867,9,40,177.6
184869,1,73,237
184870,3,64,359
184871,3,57,453.2
184872,3,79,478.4
184873,2,75,337
184874,7,28,233.1
184875,4,37,211.8
184876,3,66,177.3
184877,2,51,300.9
184878,3,106,489.5
184880,4,131,225.1
184881,10,61,301.9
184882,2,123,661.8
184883,3,48,159.8
184885,2,78,437.2
184888,3,79,369.1
184889,11,6,92.9
184891,2,117,365.1
184892,3,71,323.2
184893,4,56,200.8
184894,3,81,314.1
184895,3,68,291.7
184896,2,107,480.2
184897,5,22,123.7
184898,3,83,175.1
184899,4,52,321
184900,7,22,71.7
184901,4,116,434.7
184902,1,128,302
184903,19,29,96.2
184904,5,21,121.3
184905,4,46,160.4
184906,2,108,425.4
184907,0,11,55.8
184908,3,104,417.5
184909,3,107,499
184910,3,46,251.4
184911,3,85,227.7
184912,5,20,97.3
184913,2,41,197.4
184915,4,47,252.7
184916,19,7,17.9
184917,3,54,327
184918,20,31,112
184919,3,84,337.5
184920,3,62,296.8
184922,26,5,17.5
184923,0,19,117.6
184926,3,66,217.5
184927,13,43,269.5
184928,9,31,79.6
184930,8,29,204.6
184932,5,38,181.2
184933,0,1,0.6
184934,6,71,181.1
184935,8,8,78
184937,3,75,525.4
184938,7,48,343.6
184939,3,76,340.7
184941,1,23,115
184942,4,56,403.1
184943,3,34,146.6
184944,3,79,625
184945,12,35,127
184946,3,94,188.1
184948,3,60,199.7
184950,9,78,205.6
184951,4,92,305.3
184952,3,128,218.6
184953,4,109,325.8
184954,4,33,110.3
184955,9,46,138.2
184956,4,42,255.4
184958,11,18,104.5
184959,3,28,119.7
184960,3,99,202.2
184962,3,48,248.2
184963,10,27,95.5
184964,10,65,263
184969,2,82,498.7
184971,3,86,260.6
184972,2,133,327.8
184975,7,39,171.6
184976,3,130,405
184977,1,52,191.2
184979,3,60,342.9
184980,14,14,100.6
184981,5,55,400.2
184982,4,70,434.3
184983,5,10,51
184984,0,3,19.2
184986,2,125,271.3
184988,4,43,213
184989,5,91,295.2
184990,6,56,143.7
184991,3,47,226.3
184993,11,5,16.4
184994,2,59,327.2
184995,10,43,313
184996,2,114,418.5
184997,3,193,436
184999,1,110,414.9
185000,3,54,207.8
185002,7,38,132.7
185004,2,133,396.7
185006,11,64,159
185008,5,10,111.5
185009,3,157,443.6
185011,1,9,56.4
185012,6,35,110.2
185013,0,1,1.8
185015,5,94,320.4
185017,8,23,106.9
185019,3,106,371.8
185020,1,124,312.9
185021,3,88,458.4
185022,3,85,304.8
185023,3,74,408.4
185024,11,19,53.7
185026,3,157,518.8
185027,0,10,22.4
185029,4,61,392.7
185031,13,50,475.9
185032,2,147,870.9
185033,3,74,184.5
185034,2,2,5
185035,3,78,203.8
185036,4,27,111.7
185037,4,30,156.6
185038,2,123,573.8
185039,7,26,112.7
185041,3,80,304.9
185042,3,95,317.3
185043,2,87,503.7
185044,4,48,271.2
185045,4,36,168.4
185048,0,1,5
185050,13,23,66.9
185052,3,36,187.8
185053,20,13,55
185054,0,6,12.6
185059,3,17,99.52
185062,6,48,185.3
185064,3,78,614.4
185065,4,53,148.1
185067,5,54,145.5
185069,3,87,449.7
185071,3,83,473.3
185073,0,1,2
185074,14,29,156.6
185075,2,66,405.9
185076,1,127,936.1
185078,2,158,732.4
185079,5,111,280
185080,5,75,311.3
185081,4,90,234
185083,13,12,49.5
185084,10,77,403.5
185085,2,107,301.8
185086,3,39,77.5
185088,12,15,52
185089,3,48,207.4
185091,11,33,179.6
185092,3,87,214.1
185093,3,80,408.3
185094,13,12,66.6
185101,6,35,246.86
185103,4,4,31
185104,3,73,421.7
185105,4,38,2337.9
185107,5,48,217.2
185109,16,17,136
185110,2,130,448.9
185111,5,97,349.2
185115,3,69,413.3
185116,3,162,486.2
185118,13,58,279.3
185119,2,64,168.8
185120,1,13,67.7
185121,3,76,299.2
185122,2,103,380.3
185124,1,124,467.3
185125,3,122,541.4
185126,3,68,381
185127,3,117,448.6
185128,6,49,80.4
185129,1,86,201.8
185130,26,6,12
185131,4,46,123.5
185132,8,72,300.4
185133,3,158,399.6
185134,3,110,428.6
185135,4,57,197.1
185139,3,150,438.4
185140,10,16,56.3
185142,2,136,289.4
185143,5,29,101.7
185144,5,29,98.8
185145,9,45,119
185146,3,94,340.65
185147,5,65,259.5
185148,4,43,172.8
185149,3,88,668.6
185151,3,73,427.2
185152,3,35,146.5
185154,5,73,272.3
185155,3,44,246.8
185157,6,38,163.3
185158,6,64,201.1
185159,1,87,530.1
185160,4,50,263.3
185161,0,7,38
185162,4,86,301.4
185163,2,157,391.7
185164,15,6,18.2
185166,0,1,0.5
